"Match","Date","League","Opponent","Result"
"2807309573","27 Nov 2016","4920","CDEC Gaming","Win"
"2807194288","27 Nov 2016","4920","CDEC Gaming","Win"
"2806675307","27 Nov 2016","4920","team_ftd_c","Win"
"2806579493","27 Nov 2016","4920","team_ftd_c","Win"
"2804660759","26 Nov 2016","4920","Invictus Gaming","Win"
"2804535848","26 Nov 2016","4920","Invictus Gaming","Loss"
"2803795338","26 Nov 2016","4920","LGD-GAMING","Win"
"2803680024","26 Nov 2016","4920","LGD-GAMING","Win"
"2802354281","25 Nov 2016","5018","LGD-GAMING","Win"
"2802216971","25 Nov 2016","5018","LGD-GAMING","Loss"
"2802074738","25 Nov 2016","5018","LGD-GAMING","Win"
"2801945405","25 Nov 2016","5018","LGD-GAMING","Win"
"2801789876","25 Nov 2016","5018","LGD-GAMING","Loss"
"2801642000","25 Nov 2016","5018","CDEC Gaming","Win"
"2801562388","25 Nov 2016","5018","CDEC Gaming","Win"
"2801445083","25 Nov 2016","5018","CDEC Gaming","Loss"
"2800234485","24 Nov 2016","5018","LGD-GAMING","Loss"
"2800091671","24 Nov 2016","5018","LGD-GAMING","Loss"
"2799894953","24 Nov 2016","5018","LGD-GAMING","Win"
"2795995608","22 Nov 2016","5018","Team VG.J","Win"
"2795836025","22 Nov 2016","5018","Team VG.J","Win"
"2791440714","20 Nov 2016","5006","Team VG.J","Win"
"2791274737","20 Nov 2016","5006","Team VG.J","Win"
"2791156056","20 Nov 2016","5006","Team VG.J","Win"
"2788831781","19 Nov 2016","5006","Invictus Gaming","Win"
"2788665828","19 Nov 2016","5006","Invictus Gaming","Win"
"2788130527","19 Nov 2016","5006","Vici Gaming","Win"
"2788003412","19 Nov 2016","5006","Vici Gaming","Win"
"2786553478","18 Nov 2016","4920","LGD.Forever Young","Win"
"2786442759","18 Nov 2016","4920","LGD.Forever Young","Win"
"2783922783","17 Nov 2016","4554","Vici Gaming","Win"
"2783779888","17 Nov 2016","4554","Vici Gaming","Loss"
"2783665567","17 Nov 2016","4554","Vici Gaming","Win"
"2776154168","13 Nov 2016","4920","Vici Gaming","Win"
"2776038642","13 Nov 2016","4920","Vici Gaming","Loss"
"2775552970","13 Nov 2016","4920","Invictus Gaming","Loss"
"2775440178","13 Nov 2016","4920","Invictus Gaming","Win"
"2772353399","12 Nov 2016","4837","LGD-GAMING","Win"
"2772281193","12 Nov 2016","4837","LGD-GAMING","Loss"
"2772197042","12 Nov 2016","4837","LGD-GAMING","Win"
"2768758122","10 Nov 2016","5006","Vici Gaming Potential","Win"
"2768650646","10 Nov 2016","5006","Vici Gaming Potential","Win"
"2766357151","09 Nov 2016","5006","RUSH B","Win"
"2766294726","09 Nov 2016","5006","RUSH B","Win"
"2765074449","08 Nov 2016","5006","EHOME.KEEN","Win"
"2764957549","08 Nov 2016","5006","EHOME.KEEN","Win"
"2762571220","07 Nov 2016","5006","team_ftd_a","Win"
"2762494590","07 Nov 2016","5006","team_ftd_a","Win"
"2759892995","06 Nov 2016","4920","EHOME","Win"
"2759802544","06 Nov 2016","4920","EHOME","Win"
"2757762156","05 Nov 2016","4920","iG.Vitality","Loss"
"2757656889","05 Nov 2016","4920","iG.Vitality","Win"
"2757464552","05 Nov 2016","5006","Avalon_Club","Win"
"2757356922","05 Nov 2016","5006","Avalon_Club","Win"
"2755262417","04 Nov 2016","4920","Vici Gaming","Win"
"2755142817","04 Nov 2016","4920","Vici Gaming","Win"
"2755005213","04 Nov 2016","5006","CDEC Gaming","Win"
