"Match","Date","League","Opponent","Result"
"1889625871","24 Oct 2015","3902","Team Alternate Attax","Win"
"1889216140","24 Oct 2015","3865","Mamas-Boys","Loss"
"1889025819","24 Oct 2015","3865","Mamas-Boys","Loss"
"1887107945","23 Oct 2015","3726","Unknown Dire Team","Win"
"1886993995","23 Oct 2015","3726","Unknown Radiant Team","Win"
"1884936769","22 Oct 2015","3534","Virtus.pro","Loss"
"1884872789","22 Oct 2015","3534","Virtus.pro","Win"
"1882868336","21 Oct 2015","3865","Noo Logic Gaming","Win"
"1882775429","21 Oct 2015","3865","Noo Logic Gaming","Win"
"1880854826","20 Oct 2015","3534","Team Alternate Attax","Win"
"1880744594","20 Oct 2015","3534","Team Alternate Attax","Win"
"1880592577","20 Oct 2015","3865","MONKEY FREEDOM FIGHTERS","Win"
"1880480408","20 Oct 2015","3865","MONKEY FREEDOM FIGHTERS","Win"
"1878309670","19 Oct 2015","3781","STARK.gg","Win"
"1878188855","19 Oct 2015","3781","STARK.gg","Win"
"1868898751","15 Oct 2015","3781","Vega Squadron","Loss"
"1868806765","15 Oct 2015","3781","Vega Squadron","Loss"
"1866882284","14 Oct 2015","3865","Team Empire","Loss"
"1866787646","14 Oct 2015","3865","Team Empire","Win"
"1864620776","13 Oct 2015","3671","-Ninjas-in-Pyjamas-","Win"
"1864520760","13 Oct 2015","3671","-Ninjas-in-Pyjamas-","Win"
"1862231737","12 Oct 2015","3671","Team Liquid","Win"
"1862121628","12 Oct 2015","3671","Team Liquid","Loss"
"1861966750","12 Oct 2015","3671","Team Liquid","Win"
"1861768756","12 Oct 2015","3671","-Ninjas-in-Pyjamas-","Loss"
"1861662552","12 Oct 2015","3671","-Ninjas-in-Pyjamas-","Loss"
"1859220863","11 Oct 2015","3671","Mamas-Boys","Win"
"1859085700","11 Oct 2015","3671","Mamas-Boys","Win"
"1857460079","10 Oct 2015","3671","Team Liquid","Loss"
"1857279163","10 Oct 2015","3671","Team Liquid","Loss"
"1856786199","10 Oct 2015","3671","Team Empire","Win"
"1856641262","10 Oct 2015","3671","Team Empire","Win"
"1856445758","10 Oct 2015","3671","STARK.gg","Win"
"1856265434","10 Oct 2015","3671","STARK.gg","Win"
"1848115232","06 Oct 2015","3781","Unknown Radiant Team","Win"
"1848037192","06 Oct 2015","3781","Unknown Dire Team","Loss"
"1847908597","06 Oct 2015","3781","Unknown Dire Team","Win"
"1842963934","04 Oct 2015","3726","MONKEY FREEDOM FIGHTERS","Win"
"1842825738","04 Oct 2015","3726","MONKEY FREEDOM FIGHTERS","Win"
"1835417704","01 Oct 2015","3865","(monkey) Business","Win"
"1835274526","01 Oct 2015","3865","(monkey) Business","Loss"
"1832765587","30 Sep 2015","3865","-Ninjas-in-Pyjamas-","Loss"
"1832673928","30 Sep 2015","3865","-Ninjas-in-Pyjamas-","Win"
"1829895786","29 Sep 2015","3502","Vega Squadron","Loss"
"1829791286","29 Sep 2015","3502","Vega Squadron","Loss"
"1829629063","29 Sep 2015","3502","Vega Squadron","Win"
"1827436360","28 Sep 2015","3502","-Ninjas-in-Pyjamas-","Win"
"1824893669","27 Sep 2015","3502","Natus Vincere","Win"
"1819483756","25 Sep 2015","3502","MONKEY FREEDOM FIGHTERS","Loss"
"1819350089","25 Sep 2015","3502","MONKEY FREEDOM FIGHTERS","Loss"
"1810583809","21 Sep 2015","3726","Unknown Dire Team","Loss"
"1810515265","21 Sep 2015","3726","Unknown Radiant Team","Win"
"1810404713","21 Sep 2015","3726","Unknown Dire Team","Loss"
"1805283319","19 Sep 2015","2140","Mamas-Boys","Loss"
"1805100478","19 Sep 2015","2140","Mamas-Boys","Loss"
"1802695846","18 Sep 2015","2140","MONKEY FREEDOM FIGHTERS","Win"
"1802562970","18 Sep 2015","2140","MONKEY FREEDOM FIGHTERS","Loss"
"1802407301","18 Sep 2015","2140","MONKEY FREEDOM FIGHTERS","Win"
"1767403856","03 Sep 2015","3798","-Ninjas-in-Pyjamas-","Loss"
"1767360744","03 Sep 2015","3798","-Ninjas-in-Pyjamas-","Loss"
"1767251838","03 Sep 2015","3798","-Ninjas-in-Pyjamas-","Win"
"1567519389","20 Jun 2015","2686","Virtus.pro","Loss"
"1567347057","20 Jun 2015","2686","Virtus.pro","Loss"
"1561669495","18 Jun 2015","2686","Evil Geniuses","Loss"
"1561210278","18 Jun 2015","2686","Team Secret","Loss"
"1553079989","14 Jun 2015","2790","-Ninjas-in-Pyjamas-","Loss"
"1552953881","14 Jun 2015","2790","-Ninjas-in-Pyjamas-","Loss"
"1552807088","14 Jun 2015","2790","-Ninjas-in-Pyjamas-","Win"
"1552291760","14 Jun 2015","2790","Natus Vincere","Loss"
"1552110156","14 Jun 2015","2790","Natus Vincere","Loss"
"1535595565","07 Jun 2015","2980","-Ninjas-in-Pyjamas-","Loss"
"1535519904","07 Jun 2015","2980","-Ninjas-in-Pyjamas-","Win"
"1535390044","07 Jun 2015","2980","-Ninjas-in-Pyjamas-","Loss"
"1532906867","06 Jun 2015","2980","Fnatic","Win"
"1532798131","06 Jun 2015","2980","Fnatic","Loss"
"1532667249","06 Jun 2015","2980","Fnatic","Win"
"1530434246","06 Jun 2015","2980","Evil Geniuses","Win"
